Row_Index,RunRow,TestScenario_ID,TestScenario_DetailedDescription,JobTitle,Relationship,Employer,MonthlyIncome,Schedule,EmploymentStatus,EmploymentStartDate,EmployerDepartment,LengthOfEmployment,PrimarySourceOfIncome,PhoneNumber,PhoneExtension,PrimaryPhone,PrimaryPhone2,BestTimeToCall,PhoneType,ContactName,PostalCode,Country,PrimaryAddress,AddressType,Address1,Address2,ApartmentNumber,POBox,City,CreateCustomerFlag,LandlordFirstName,LandlordLastName,LandlordPhoneNumber,FirstName,LastName,MiddleInitial,DateOfBirth,Email,CustomerID,IDNumber,IDType,StateProvince,CustomerAccountID,LineOfBusinessType,CustomerVerified,OwnershipType,POSType,LanguagePreference,DoNotVisit,DoNotCall,Active,ChecksAllowed,ACHAllowed,EpayAllowed,AutopayAllowed,EnrollinAutopay,EnrollinEpay,NationalIDNumber,HttpStatus
113,TRUE,EmployerInfo_Null_Employer_PSOI,CCS_Neg_EmployerInfo_Null_Employer_PSOI_3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,TRUE,EmployerInfo_Null_Employer_PSOI,CCS_Neg_EmployerInfo_Null_Employer_PSOI_4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,TRUE,EmployerInfo_Null_Employer_PSOI,CCS_Neg_EmployerInfo_Null_Employer_PSOI_5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,TRUE,EmployerInfo_Null_Employer_PSOI,CCS_Neg_EmployerInfo_Null_Employer_PSOI_6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,TRUE,EmployerInfo_Null_LengthOfEmployment,CCS_Neg_EmployerInfo_Null_LengthOfEmployment,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,TRUE,EmployerInfo_Null_LengthOfEmployment,CCS_Neg_EmployerInfo_Null_LengthOfEmployment_PSOI_1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,TRUE,EmployerInfo_Null_PhoneNumber,CCS_Neg_EmployerInfo_Null_PhoneNumber,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,TRUE,EmployerInfo_Null_PhoneNumber_PSOI,CCS_Neg_EmployerInfo_Null_PhoneNumber_PSOI_6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,TRUE,EmployerInfo_Null_StateProvince,CCS_Neg_EmployerInfo_Null_StateProvince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,TRUE,EmployerInfo_Null_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_Null_PrimarySourceOfIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,TRUE,EmployerInfo_Null_Schedule,CCS_Neg_EmployerInfo_Null_Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,TRUE,EmployerInfo_Null_MonthlyIncome_Negative_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_Negative_PSOI_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,TRUE,EmployerInfo_Null_MonthlyIncome_PSOI,CCS_Neg_EmployerInfo_Null_MonthlyIncome_PSOI_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
